k-path	energy(ev)
-0.145	-0.662657
-0.145	-0.66194
-0.145	-0.661552
-0.145	-0.66096
-0.145	-0.656117
-0.145	-0.655931
-0.145	-0.655831
-0.145	-0.655679
-0.145	-0.54397
-0.145	0.54397
-0.145	0.655679
-0.145	0.655831
-0.145	0.655931
-0.145	0.656117
-0.145	0.66096
-0.145	0.661552
-0.145	0.66194
-0.145	0.662657
-0.145	0.66969
-0.145	0.670968
-0.145	0.671799
-0.145	0.673323
-0.145	0.681756
-0.145	0.683904
-0.145	0.685288
-0.145	0.687802
-0.145	0.696989
-0.145	0.700123
-0.145	0.702124
-0.145	0.705723
-0.145	0.715172
-0.145	0.719343
-0.145	0.72198
-0.145	0.726682
-0.145	0.736041
-0.145	0.741246
-0.145	0.744507
-0.145	0.750272
-0.145	0.759305
-0.145	0.765495
-0.145	0.769344
-0.145	0.776096
-0.145	0.784653
-0.145	0.791751
-0.145	0.796138
-0.145	0.803774
-0.145	0.811772
-0.145	0.81968
-0.145	0.82455
-0.145	0.832955
-0.145	0.840355
-0.145	0.848963
-0.145	0.854258
-0.145	0.863312
-0.145	0.870106
-0.145	0.8793
-0.145	0.884966
-0.145	0.894548
-0.145	0.900748
-0.145	0.910414
-0.145	0.916399
-0.145	0.926392
-0.145	0.932022
-0.145	0.942049
-0.145	0.948307
-0.145	0.9586
-0.145	0.963692
-0.145	0.973974
-0.145	0.980461
-0.145	0.99095
-0.145	0.995538
-0.145	1.00597
-0.145	1.01266
-0.145	1.02324
-0.145	1.02736
-0.145	1.03786
-0.145	1.0447
-0.145	1.05529
-0.145	1.05898
-0.145	1.06945
-0.145	1.07643
-0.145	1.08694
-0.145	1.09023
-0.145	1.10059
-0.145	1.10768
-0.145	1.11803
-0.145	1.12096
-0.145	1.13114
-0.145	1.13831
-0.145	1.14844
-0.145	1.15103
-0.145	1.16096
-0.145	1.16819
-0.145	1.17803
-0.145	1.18031
-0.145	1.18993
-0.145	1.19721
-0.145	1.20669
-0.145	1.2087
-0.145	1.21794
-0.145	1.22525
-0.145	1.23432
-0.145	1.23608
-0.145	1.2449
-0.145	1.25222
-0.145	1.26083
-0.145	1.26236
-0.145	1.2707
-0.145	1.27802
-0.145	1.28613
-0.145	1.28745
-0.145	1.29528
-0.145	1.30258
-0.145	1.31014
-0.145	1.31127
-0.145	1.31855
-0.145	1.32581
-0.145	1.33279
-0.145	1.33375
-0.145	1.34044
-0.145	1.34764
-0.145	1.35401
-0.145	1.35481
-0.145	1.36089
-0.145	1.36801
-0.145	1.37374
-0.145	1.37441
-0.145	1.37985
-0.145	1.38686
-0.145	1.39193
-0.145	1.39248
-0.145	1.39726
-0.145	1.40413
-0.145	1.40853
-0.145	1.40897
-0.145	1.41309
-0.145	1.41978
-0.145	1.4235
-0.145	1.42384
-0.145	1.4273
-0.145	1.43374
-0.145	1.4368
-0.145	1.43705
-0.145	1.43987
-0.145	1.44599
-0.145	1.44838
-0.145	1.44857
-0.145	1.45076
-0.145	1.45647
-0.145	1.45824
-0.145	1.45837
-0.145	1.45997
-0.145	1.46513
-0.145	1.46634
-0.145	1.46642
-0.145	1.46749
-0.145	1.47194
-0.145	1.47265
-0.145	1.4727
-0.145	1.47333
-0.145	1.47685
-0.145	1.47718
-0.145	1.4772
-0.145	1.47749
-0.145	1.47981
-0.145	1.47989
-0.145	1.4799
-0.145	1.47997
-0.145	1.52462
-0.14	-1.53471
-0.14	-1.49183
-0.14	-1.49175
-0.14	-1.49174
-0.14	-1.49165
-0.14	-1.48927
-0.14	-1.48896
-0.14	-1.48894
-0.14	-1.48858
-0.14	-1.48499
-0.14	-1.48432
-0.14	-1.48427
-0.14	-1.48351
-0.14	-1.47898
-0.14	-1.47783
-0.14	-1.47775
-0.14	-1.47647
-0.14	-1.47122
-0.14	-1.46952
-0.14	-1.4694
-0.14	-1.46751
-0.14	-1.46173
-0.14	-1.45941
-0.14	-1.45922
-0.14	-1.45668
-0.14	-1.45049
-0.14	-1.44751
-0.14	-1.44726
-0.14	-1.44402
-0.14	-1.43752
-0.14	-1.43386
-0.14	-1.43353
-0.14	-1.42959
-0.14	-1.42285
-0.14	-1.41849
-0.14	-1.41807
-0.14	-1.41342
-0.14	-1.4065
-0.14	-1.40145
-0.14	-1.40092
-0.14	-1.39556
-0.14	-1.3885
-0.14	-1.38276
-0.14	-1.38212
-0.14	-1.37607
-0.14	-1.3689
-0.14	-1.3625
-0.14	-1.36171
-0.14	-1.355
-0.14	-1.34774
-0.14	-1.3407
-0.14	-1.33976
-0.14	-1.33241
-0.14	-1.32509
-0.14	-1.31743
-0.14	-1.31633
-0.14	-1.30836
-0.14	-1.301
-0.14	-1.29275
-0.14	-1.29147
-0.14	-1.28293
-0.14	-1.27554
-0.14	-1.26675
-0.14	-1.26526
-0.14	-1.25618
-0.14	-1.24878
-0.14	-1.23949
-0.14	-1.23778
-0.14	-1.22821
-0.14	-1.22082
-0.14	-1.21107
-0.14	-1.20911
-0.14	-1.19911
-0.14	-1.19173
-0.14	-1.18158
-0.14	-1.17935
-0.14	-1.16896
-0.14	-1.16162
-0.14	-1.15113
-0.14	-1.14859
-0.14	-1.13789
-0.14	-1.1306
-0.14	-1.11983
-0.14	-1.11696
-0.14	-1.10601
-0.14	-1.09878
-0.14	-1.08781
-0.14	-1.08458
-0.14	-1.07344
-0.14	-1.0663
-0.14	-1.0552
-0.14	-1.05157
-0.14	-1.04034
-0.14	-1.03331
-0.14	-1.02216
-0.14	-1.0181
-0.14	-1.00685
-0.14	-0.999967
-0.14	-0.988857
-0.14	-0.984326
-0.14	-0.973156
-0.14	-0.966443
-0.14	-0.955473
-0.14	-0.95043
-0.14	-0.939442
-0.14	-0.932937
-0.14	-0.922212
-0.14	-0.916618
-0.14	-0.90592
-0.14	-0.899667
-0.14	-0.889299
-0.14	-0.883115
-0.14	-0.872827
-0.14	-0.866873
-0.14	-0.85698
-0.14	-0.850175
-0.14	-0.840421
-0.14	-0.83482
-0.14	-0.825527
-0.14	-0.81808
-0.14	-0.808989
-0.14	-0.803803
-0.14	-0.795233
-0.14	-0.787141
-0.14	-0.778847
-0.14	-0.774139
-0.14	-0.766416
-0.14	-0.757706
-0.14	-0.750338
-0.14	-0.746174
-0.14	-0.73941
-0.14	-0.730156
-0.14	-0.723832
-0.14	-0.720273
-0.14	-0.714561
-0.14	-0.704903
-0.14	-0.699718
-0.14	-0.696814
-0.14	-0.692216
-0.14	-0.682389
-0.14	-0.678398
-0.14	-0.676175
-0.14	-0.672706
-0.14	-0.663073
-0.14	-0.66027
-0.14	-0.658718
-0.14	-0.656331
-0.14	-0.647416
-0.14	-0.645709
-0.14	-0.64477
-0.14	-0.643345
-0.14	-0.635851
-0.14	-0.635043
-0.14	-0.634602
-0.14	-0.633941
-0.14	-0.628743
-0.14	-0.628533
-0.14	-0.628419
-0.14	-0.628249
-0.14	-0.514834
-0.14	0.514834
-0.14	0.628249
-0.14	0.628419
-0.14	0.628533
-0.14	0.628743
-0.14	0.633941
-0.14	0.634602
-0.14	0.635043
-0.14	0.635851
-0.14	0.643345
-0.14	0.64477
-0.14	0.645709
-0.14	0.647416
-0.14	0.656331
-0.14	0.658718
-0.14	0.66027
-0.14	0.663073
-0.14	0.672706
-0.14	0.676175
-0.14	0.678398
-0.14	0.682389
-0.14	0.692216
-0.14	0.696814
-0.14	0.699718
-0.14	0.704903
-0.14	0.714561
-0.14	0.720273
-0.14	0.723832
-0.14	0.730156
-0.14	0.73941
-0.14	0.746174
-0.14	0.750338
-0.14	0.757706
-0.14	0.766416
-0.14	0.774139
-0.14	0.778847
-0.14	0.787141
-0.14	0.795233
-0.14	0.803803
-0.14	0.808989
-0.14	0.81808
-0.14	0.825527
-0.14	0.83482
-0.14	0.840421
-0.14	0.850175
-0.14	0.85698
-0.14	0.866873
-0.14	0.872827
-0.14	0.883115
-0.14	0.889299
-0.14	0.899667
-0.14	0.90592
-0.14	0.916618
-0.14	0.922212
-0.14	0.932937
-0.14	0.939442
-0.14	0.95043
-0.14	0.955473
-0.14	0.966443
-0.14	0.973156
-0.14	0.984326
-0.14	0.988857
-0.14	0.999967
-0.14	1.00685
-0.14	1.0181
-0.14	1.02216
-0.14	1.03331
-0.14	1.04034
-0.14	1.05157
-0.14	1.0552
-0.14	1.0663
-0.14	1.07344
-0.14	1.08458
-0.14	1.08781
-0.14	1.09878
-0.14	1.10601
-0.14	1.11696
-0.14	1.11983
-0.14	1.1306
-0.14	1.13789
-0.14	1.14859
-0.14	1.15113
-0.14	1.16162
-0.14	1.16896
-0.14	1.17935
-0.14	1.18158
-0.14	1.19173
-0.14	1.19911
-0.14	1.20911
-0.14	1.21107
-0.14	1.22082
-0.14	1.22821
-0.14	1.23778
-0.14	1.23949
-0.14	1.24878
-0.14	1.25618
-0.14	1.26526
-0.14	1.26675
-0.14	1.27554
-0.14	1.28293
-0.14	1.29147
-0.14	1.29275
-0.14	1.301
-0.14	1.30836
-0.14	1.31633
-0.14	1.31743
-0.14	1.32509
-0.14	1.33241
-0.14	1.33976
-0.14	1.3407
-0.14	1.34774
-0.14	1.355
-0.14	1.36171
-0.14	1.3625
-0.14	1.3689
-0.14	1.37607
-0.14	1.38212
-0.14	1.38276
-0.14	1.3885
-0.14	1.39556
-0.14	1.40092
-0.14	1.40145
-0.14	1.4065
-0.14	1.41342
-0.14	1.41807
-0.14	1.41849
-0.14	1.42285
-0.14	1.42959
-0.14	1.43353
-0.14	1.43386
-0.14	1.43752
-0.14	1.44402
-0.14	1.44726
-0.14	1.44751
-0.14	1.45049
-0.14	1.45668
-0.14	1.45922
-0.14	1.45941
-0.14	1.46173
-0.14	1.46751
-0.14	1.4694
-0.14	1.46952
-0.14	1.47122
-0.14	1.47647
-0.14	1.47775
-0.14	1.47783
-0.14	1.47898
-0.14	1.48351
-0.14	1.48427
-0.14	1.48432
-0.14	1.48499
-0.14	1.48858
-0.14	1.48894
-0.14	1.48896
-0.14	1.48927
-0.14	1.49165
-0.14	1.49174
-0.14	1.49175
-0.14	1.49183
-0.14	1.53471
-0.135	-1.54482
-0.135	-1.50378
-0.135	-1.50369
-0.135	-1.50369
-0.135	-1.50359
-0.135	-1.50115
-0.135	-1.50082
-0.135	-1.5008
-0.135	-1.50042
-0.135	-1.49676
-0.135	-1.49604
-0.135	-1.496
-0.135	-1.49518
-0.135	-1.49058
-0.135	-1.48936
-0.135	-1.48929
-0.135	-1.48792
-0.135	-1.48261
-0.135	-1.48081
-0.135	-1.48068
-0.135	-1.47868
-0.135	-1.47284
-0.135	-1.47039
-0.135	-1.47021
-0.135	-1.46751
-0.135	-1.46128
-0.135	-1.45813
-0.135	-1.45789
-0.135	-1.45447
-0.135	-1.44793
-0.135	-1.44406
-0.135	-1.44374
-0.135	-1.43959
-0.135	-1.43282
-0.135	-1.42823
-0.135	-1.42782
-0.135	-1.42292
-0.135	-1.41597
-0.135	-1.41065
-0.135	-1.41014
-0.135	-1.4045
-0.135	-1.39742
-0.135	-1.39139
-0.135	-1.39076
-0.135	-1.3844
-0.135	-1.37721
-0.135	-1.37048
-0.135	-1.36972
-0.135	-1.36266
-0.135	-1.35538
-0.135	-1.34798
-0.135	-1.34708
-0.135	-1.33935
-0.135	-1.332
-0.135	-1.32395
-0.135	-1.32289
-0.135	-1.31452
-0.135	-1.30713
-0.135	-1.29846
-0.135	-1.29722
-0.135	-1.28825
-0.135	-1.28082
-0.135	-1.27158
-0.135	-1.27014
-0.135	-1.26061
-0.135	-1.25316
-0.135	-1.24339
-0.135	-1.24173
-0.135	-1.23168
-0.135	-1.22422
-0.135	-1.21397
-0.135	-1.21207
-0.135	-1.20155
-0.135	-1.19411
-0.135	-1.18343
-0.135	-1.18125
-0.135	-1.17033
-0.135	-1.1629
-0.135	-1.15186
-0.135	-1.14939
-0.135	-1.13812
-0.135	-1.13073
-0.135	-1.11938
-0.135	-1.11658
-0.135	-1.10503
-0.135	-1.09769
-0.135	-1.08611
-0.135	-1.08295
-0.135	-1.0712
-0.135	-1.06393
-0.135	-1.05219
-0.135	-1.04864
-0.135	-1.03677
-0.135	-1.02959
-0.135	-1.01778
-0.135	-1.0138
-0.135	-1.00189
-0.135	-0.994826
-0.135	-0.983042
-0.135	-0.978585
-0.135	-0.966733
-0.135	-0.959822
-0.135	-0.948161
-0.135	-0.943187
-0.135	-0.9315
-0.135	-0.924773
-0.135	-0.913344
-0.135	-0.907808
-0.135	-0.8964
-0.135	-0.889901
-0.135	-0.878821
-0.135	-0.872681
-0.135	-0.861676
-0.135	-0.855452
-0.135	-0.844847
-0.135	-0.838062
-0.135	-0.827592
-0.135	-0.821702
-0.135	-0.811704
-0.135	-0.804244
-0.135	-0.794449
-0.135	-0.788955
-0.135	-0.779701
-0.135	-0.771553
-0.135	-0.762577
-0.135	-0.757551
-0.135	-0.749176
-0.135	-0.740354
-0.135	-0.732342
-0.135	-0.727859
-0.135	-0.720491
-0.135	-0.711054
-0.135	-0.704142
-0.135	-0.700276
-0.135	-0.694025
-0.135	-0.684104
-0.135	-0.678405
-0.135	-0.675219
-0.135	-0.670165
-0.135	-0.659988
-0.135	-0.655576
-0.135	-0.653113
-0.135	-0.649283
-0.135	-0.639223
-0.135	-0.636105
-0.135	-0.634369
-0.135	-0.631723
-0.135	-0.622331
-0.135	-0.620421
-0.135	-0.619362
-0.135	-0.617777
-0.135	-0.609815
-0.135	-0.608907
-0.135	-0.608407
-0.135	-0.607669
-0.135	-0.602105
-0.135	-0.601868
-0.135	-0.601738
-0.135	-0.601548
-0.135	-0.486723
-0.135	0.486723
-0.135	0.601548
-0.135	0.601738
-0.135	0.601868
-0.135	0.602105
-0.135	0.607669
-0.135	0.608407
-0.135	0.608907
-0.135	0.609815
-0.135	0.617777
-0.135	0.619362
-0.135	0.620421
-0.135	0.622331
-0.135	0.631723
-0.135	0.634369
-0.135	0.636105
-0.135	0.639223
-0.135	0.649283
-0.135	0.653113
-0.135	0.655576
-0.135	0.659988
-0.135	0.670165
-0.135	0.675219
-0.135	0.678405
-0.135	0.684104
-0.135	0.694025
-0.135	0.700276
-0.135	0.704142
-0.135	0.711054
-0.135	0.720491
-0.135	0.727859
-0.135	0.732342
-0.135	0.740354
-0.135	0.749176
-0.135	0.757551
-0.135	0.762577
-0.135	0.771553
-0.135	0.779701
-0.135	0.788955
-0.135	0.794449
-0.135	0.804244
-0.135	0.811704
-0.135	0.821702
-0.135	0.827592
-0.135	0.838062
-0.135	0.844847
-0.135	0.855452
-0.135	0.861676
-0.135	0.872681
-0.135	0.878821
-0.135	0.889901
-0.135	0.8964
-0.135	0.907808
-0.135	0.913344
-0.135	0.924773
-0.135	0.9315
-0.135	0.943187
-0.135	0.948161
-0.135	0.959822
-0.135	0.966733
-0.135	0.978585
-0.135	0.983042
-0.135	0.994826
-0.135	1.00189
-0.135	1.0138
-0.135	1.01778
-0.135	1.02959
-0.135	1.03677
-0.135	1.04864
-0.135	1.05219
-0.135	1.06393
-0.135	1.0712
-0.135	1.08295
-0.135	1.08611
-0.135	1.09769
-0.135	1.10503
-0.135	1.11658
-0.135	1.11938
-0.135	1.13073
-0.135	1.13812
-0.135	1.14939
-0.135	1.15186
-0.135	1.1629
-0.135	1.17033
-0.135	1.18125
-0.135	1.18343
-0.135	1.19411
-0.135	1.20155
-0.135	1.21207
-0.135	1.21397
-0.135	1.22422
-0.135	1.23168
-0.135	1.24173
-0.135	1.24339
-0.135	1.25316
-0.135	1.26061
-0.135	1.27014
-0.135	1.27158
-0.135	1.28082
-0.135	1.28825
-0.135	1.29722
-0.135	1.29846
-0.135	1.30713
-0.135	1.31452
-0.135	1.32289
-0.135	1.32395
-0.135	1.332
-0.135	1.33935
-0.135	1.34708
-0.135	1.34798
-0.135	1.35538
-0.135	1.36266
-0.135	1.36972
-0.135	1.37048
-0.135	1.37721
-0.135	1.3844
-0.135	1.39076
-0.135	1.39139
-0.135	1.39742
-0.135	1.4045
-0.135	1.41014
-0.135	1.41065
-0.135	1.41597
-0.135	1.42292
-0.135	1.42782
-0.135	1.42823
-0.135	1.43282
-0.135	1.43959
-0.135	1.44374
-0.135	1.44406
-0.135	1.44793
-0.135	1.45447
-0.135	1.45789
-0.135	1.45813
-0.135	1.46128
-0.135	1.46751
-0.135	1.47021
-0.135	1.47039
-0.135	1.47284
-0.135	1.47868
-0.135	1.48068
-0.135	1.48081
-0.135	1.48261
-0.135	1.48792
-0.135	1.48929
-0.135	1.48936
-0.135	1.49058
-0.135	1.49518
-0.135	1.496
-0.135	1.49604
-0.135	1.49676
-0.135	1.50042
-0.135	1.5008
-0.135	1.50082
-0.135	1.50115
-0.135	1.50359
-0.135	1.50369
-0.135	1.50369
-0.135	1.50378
-0.135	1.54482
-0.13	-1.55493
-0.13	-1.51577
-0.13	-1.51569
-0.13	-1.51568
-0.13	-1.51558
-0.13	-1.51308
-0.13	-1.51273
-0.13	-1.51272
-0.13	-1.51231
-0.13	-1.50858
-0.13	-1.50782
-0.13	-1.50778
-0.13	-1.50691
-0.13	-1.50225
-0.13	-1.50096
-0.13	-1.50089
-0.13	-1.49943
-0.13	-1.49408
-0.13	-1.49217
-0.13	-1.49205
-0.13	-1.48993
-0.13	-1.48406
-0.13	-1.48146
-0.13	-1.48129
-0.13	-1.47844
-0.13	-1.47218
-0.13	-1.46886
-0.13	-1.46863
-0.13	-1.46502
-0.13	-1.45847
-0.13	-1.4544
-0.13	-1.45409
-0.13	-1.44972
-0.13	-1.44294
-0.13	-1.43812
-0.13	-1.43772
-0.13	-1.43257
-0.13	-1.42562
-0.13	-1.42004
-0.13	-1.41955
-0.13	-1.41363
-0.13	-1.40655
-0.13	-1.40022
-0.13	-1.39961
-0.13	-1.39295
-0.13	-1.38576
-0.13	-1.3787
-0.13	-1.37797
-0.13	-1.37058
-0.13	-1.3633
-0.13	-1.35554
-0.13	-1.35467
-0.13	-1.34657
-0.13	-1.33923
-0.13	-1.33079
-0.13	-1.32976
-0.13	-1.321
-0.13	-1.3136
-0.13	-1.30453
-0.13	-1.30332
-0.13	-1.29393
-0.13	-1.28649
-0.13	-1.27681
-0.13	-1.27542
-0.13	-1.26543
-0.13	-1.25796
-0.13	-1.24773
-0.13	-1.24612
-0.13	-1.23559
-0.13	-1.22811
-0.13	-1.21736
-0.13	-1.21552
-0.13	-1.2045
-0.13	-1.19701
-0.13	-1.18581
-0.13	-1.1837
-0.13	-1.17225
-0.13	-1.16476
-0.13	-1.15317
-0.13	-1.15077
-0.13	-1.13894
-0.13	-1.13148
-0.13	-1.11956
-0.13	-1.11683
-0.13	-1.1047
-0.13	-1.09728
-0.13	-1.08509
-0.13	-1.08202
-0.13	-1.06966
-0.13	-1.06228
-0.13	-1.04992
-0.13	-1.04645
-0.13	-1.03394
-0.13	-1.02664
-0.13	-1.01418
-0.13	-1.01029
-0.13	-0.997718
-0.13	-0.990512
-0.13	-0.978056
-0.13	-0.973688
-0.13	-0.961156
-0.13	-0.954075
-0.13	-0.941722
-0.13	-0.936835
-0.13	-0.924449
-0.13	-0.917527
-0.13	-0.905391
-0.13	-0.899935
-0.13	-0.887814
-0.13	-0.881093
-0.13	-0.869295
-0.13	-0.863223
-0.13	-0.851494
-0.13	-0.845022
-0.13	-0.833694
-0.13	-0.826959
-0.13	-0.815762
-0.13	-0.809598
-0.13	-0.798881
-0.13	-0.791442
-0.13	-0.780927
-0.13	-0.775137
-0.13	-0.765179
-0.13	-0.757011
-0.13	-0.747333
-0.13	-0.741995
-0.13	-0.732944
-0.13	-0.724048
-0.13	-0.715367
-0.13	-0.710564
-0.13	-0.702565
-0.13	-0.692987
-0.13	-0.685456
-0.13	-0.681275
-0.13	-0.674457
-0.13	-0.66431
-0.13	-0.658064
-0.13	-0.654584
-0.13	-0.649044
-0.13	-0.638551
-0.13	-0.633685
-0.13	-0.630967
-0.13	-0.626748
-0.13	-0.616282
-0.13	-0.612822
-0.13	-0.610887
-0.13	-0.60796
-0.13	-0.598099
-0.13	-0.595966
-0.13	-0.594775
-0.13	-0.593015
-0.13	-0.58458
-0.13	-0.583561
-0.13	-0.582993
-0.13	-0.582172
-0.13	-0.576229
-0.13	-0.575963
-0.13	-0.575814
-0.13	-0.575602
-0.13	-0.459652
-0.13	0.459652
-0.13	0.575602
-0.13	0.575814
-0.13	0.575963
-0.13	0.576229
-0.13	0.582172
-0.13	0.582993
-0.13	0.583561
-0.13	0.58458
-0.13	0.593015
-0.13	0.594775
-0.13	0.595966
-0.13	0.598099
-0.13	0.60796
-0.13	0.610887
-0.13	0.612822
-0.13	0.616282
-0.13	0.626748
-0.13	0.630967
-0.13	0.633685
-0.13	0.638551
-0.13	0.649044
-0.13	0.654584
-0.13	0.658064
-0.13	0.66431
-0.13	0.674457
-0.13	0.681275
-0.13	0.685456
-0.13	0.692987
-0.13	0.702565
-0.13	0.710564
-0.13	0.715367
-0.13	0.724048
-0.13	0.732944
-0.13	0.741995
-0.13	0.747333
-0.13	0.757011
-0.13	0.765179
-0.13	0.775137
-0.13	0.780927
-0.13	0.791442
-0.13	0.798881
-0.13	0.809598
-0.13	0.815762
-0.13	0.826959
-0.13	0.833694
-0.13	0.845022
-0.13	0.851494
-0.13	0.863223
-0.13	0.869295
-0.13	0.881093
-0.13	0.887814
-0.13	0.899935
-0.13	0.905391
-0.13	0.917527
-0.13	0.924449
-0.13	0.936835
-0.13	0.941722
-0.13	0.954075
-0.13	0.961156
-0.13	0.973688
-0.13	0.978056
-0.13	0.990512
-0.13	0.997718
-0.13	1.01029
-0.13	1.01418
-0.13	1.02664
-0.13	1.03394
-0.13	1.04645
-0.13	1.04992
-0.13	1.06228
-0.13	1.06966
-0.13	1.08202
-0.13	1.08509
-0.13	1.09728
-0.13	1.1047
-0.13	1.11683
-0.13	1.11956
-0.13	1.13148
-0.13	1.13894
-0.13	1.15077
-0.13	1.15317
-0.13	1.16476
-0.13	1.17225
-0.13	1.1837
-0.13	1.18581
-0.13	1.19701
-0.13	1.2045
-0.13	1.21552
-0.13	1.21736
-0.13	1.22811
-0.13	1.23559
-0.13	1.24612
-0.13	1.24773
-0.13	1.25796
-0.13	1.26543
-0.13	1.27542
-0.13	1.27681
-0.13	1.28649
-0.13	1.29393
-0.13	1.30332
-0.13	1.30453
-0.13	1.3136
-0.13	1.321
-0.13	1.32976
-0.13	1.33079
-0.13	1.33923
-0.13	1.34657
-0.13	1.35467
-0.13	1.35554
-0.13	1.3633
-0.13	1.37058
-0.13	1.37797
-0.13	1.3787
-0.13	1.38576
-0.13	1.39295
-0.13	1.39961
-0.13	1.40022
-0.13	1.40655
-0.13	1.41363
-0.13	1.41955
-0.13	1.42004
-0.13	1.42562
-0.13	1.43257
-0.13	1.43772
-0.13	1.43812
-0.13	1.44294
-0.13	1.44972
-0.13	1.45409
-0.13	1.4544
-0.13	1.45847
-0.13	1.46502
-0.13	1.46863
-0.13	1.46886
-0.13	1.47218
-0.13	1.47844
-0.13	1.48129
-0.13	1.48146
-0.13	1.48406
-0.13	1.48993
-0.13	1.49205
-0.13	1.49217
-0.13	1.49408
-0.13	1.49943
-0.13	1.50089
-0.13	1.50096
-0.13	1.50225
-0.13	1.50691
-0.13	1.50778
-0.13	1.50782
-0.13	1.50858
-0.13	1.51231
-0.13	1.51272
-0.13	1.51273
-0.13	1.51308
-0.13	1.51558
-0.13	1.51568
-0.13	1.51569
-0.13	1.51577
-0.13	1.55493
-0.125	-1.565
-0.125	-1.52777
-0.125	-1.52767
-0.125	-1.52767
-0.125	-1.52755
-0.125	-1.52502
-0.125	-1.52465
-0.125	-1.52463
-0.125	-1.5242
-0.125	-1.52042
-0.125	-1.51961
-0.125	-1.51957
-0.125	-1.51865
-0.125	-1.51394
-0.125	-1.51258
-0.125	-1.5125
-0.125	-1.51096
-0.125	-1.50558
-0.125	-1.50356
-0.125	-1.50345
-0.125	-1.5012
-0.125	-1.49531
-0.125	-1.49258
-0.125	-1.49241
-0.125	-1.48941
-0.125	-1.48315
-0.125	-1.47966
-0.125	-1.47943
-0.125	-1.47564
-0.125	-1.46909
-0.125	-1.46482
-0.125	-1.46452
-0.125	-1.45993
-0.125	-1.45317
-0.125	-1.44811
-0.125	-1.44773
-0.125	-1.44233
-0.125	-1.4354
-0.125	-1.42956
-0.125	-1.42908
-0.125	-1.42289
-0.125	-1.41583
-0.125	-1.40921
-0.125	-1.40863
-0.125	-1.40166
-0.125	-1.39449
-0.125	-1.38711
-0.125	-1.38641
-0.125	-1.37868
-0.125	-1.37143
-0.125	-1.36332
-0.125	-1.36248
-0.125	-1.35402
-0.125	-1.3467
-0.125	-1.33789
-0.125	-1.3369
-0.125	-1.32775
-0.125	-1.32037
-0.125	-1.31089
-0.125	-1.30973
-0.125	-1.29992
-0.125	-1.29249
-0.125	-1.28238
-0.125	-1.28103
-0.125	-1.27061
-0.125	-1.26315
-0.125	-1.25245
-0.125	-1.2509
-0.125	-1.2399
-0.125	-1.23241
-0.125	-1.22118
-0.125	-1.2194
-0.125	-1.20788
-0.125	-1.20038
-0.125	-1.18867
-0.125	-1.18662
-0.125	-1.17465
-0.125	-1.16714
-0.125	-1.15501
-0.125	-1.15268
-0.125	-1.1403
-0.125	-1.1328
-0.125	-1.12031
-0.125	-1.11767
-0.125	-1.10496
-0.125	-1.09748
-0.125	-1.08471
-0.125	-1.08172
-0.125	-1.06876
-0.125	-1.06131
-0.125	-1.04833
-0.125	-1.04496
-0.125	-1.03182
-0.125	-1.02442
-0.125	-1.01132
-0.125	-1.00752
-0.125	-0.994301
-0.125	-0.98698
-0.125	-0.973858
-0.125	-0.96959
-0.125	-0.956383
-0.125	-0.949162
-0.125	-0.936121
-0.125	-0.931335
-0.125	-0.918253
-0.125	-0.911165
-0.125	-0.898322
-0.125	-0.892965
-0.125	-0.88013
-0.125	-0.873214
-0.125	-0.860695
-0.125	-0.854713
-0.125	-0.842257
-0.125	-0.835562
-0.125	-0.823504
-0.125	-0.816844
-0.125	-0.804913
-0.125	-0.798496
-0.125	-0.787048
-0.125	-0.779662
-0.125	-0.768412
-0.125	-0.762343
-0.125	-0.751664
-0.125	-0.743512
-0.125	-0.733113
-0.125	-0.727473
-0.125	-0.717725
-0.125	-0.708795
-0.125	-0.699421
-0.125	-0.694301
-0.125	-0.685645
-0.125	-0.675965
-0.125	-0.667789
-0.125	-0.663288
-0.125	-0.655873
-0.125	-0.645541
-0.125	-0.638718
-0.125	-0.634933
-0.125	-0.628876
-0.125	-0.618101
-0.125	-0.612751
-0.125	-0.609762
-0.125	-0.605127
-0.125	-0.594281
-0.125	-0.59045
-0.125	-0.588299
-0.125	-0.585068
-0.125	-0.57475
-0.125	-0.572374
-0.125	-0.571035
-0.125	-0.569085
-0.125	-0.560174
-0.125	-0.559033
-0.125	-0.55839
-0.125	-0.557476
-0.125	-0.551145
-0.125	-0.550845
-0.125	-0.550676
-0.125	-0.55044
-0.125	-0.433629
-0.125	0.433629
-0.125	0.55044
-0.125	0.550676
-0.125	0.550845
-0.125	0.551145
-0.125	0.557476
-0.125	0.55839
-0.125	0.559033
-0.125	0.560174
-0.125	0.569085
-0.125	0.571035
-0.125	0.572374
-0.125	0.57475
-0.125	0.585068
-0.125	0.588299
-0.125	0.59045
-0.125	0.594281
-0.125	0.605127
-0.125	0.609762
-0.125	0.612751
-0.125	0.618101
-0.125	0.628876
-0.125	0.634933
-0.125	0.638718
-0.125	0.645541
-0.125	0.655873
-0.125	0.663288
-0.125	0.667789
-0.125	0.675965
-0.125	0.685645
-0.125	0.694301
-0.125	0.699421
-0.125	0.708795
-0.125	0.717725
-0.125	0.727473
-0.125	0.733113
-0.125	0.743512
-0.125	0.751664
-0.125	0.762343
-0.125	0.768412
-0.125	0.779662
-0.125	0.787048
-0.125	0.798496
-0.125	0.804913
-0.125	0.816844
-0.125	0.823504
